Children,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Age,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Prefer not to answer,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,Contract_Month-to-month,Contract_One year,Contract_Two Year,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
0,1,1,0,1,1,0,0,1,1,53,61.10961,194.4266,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4,1,0,0,1,1,1,0,1,1,53,50.09713,174.7507,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,1,1,0,0,0,1,37,8.752114,177.2259,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,1,0,1,0,1,0,0,1,1,77,2.958574712,163.4743332,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,1,0,1,1,1,1,70,31.79027,254.5038,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
1,1,0,0,1,1,0,0,0,1,89,62.79035,126.4569,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0,1,33,62.76356,126.9507,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
6,1,0,0,0,0,0,0,0,1,53,3.080084,78.55784,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,1,1,0,0,0,0,1,0,1,53,9.648973,170.1809,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0,1,0,1,0,1,1,48,48.56433,194.9474,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,1,1,1,1,1,1,0,1,0,29,44.47594,207.5174,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,1,1,0,0,1,0,0,0,1,73,67.18331,125.0426,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,1,0,0,1,1,0,1,27,63.3194,163.0843,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,1,0,1,49,15.54170472,162.5997622,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,0,43,55.83128,205.7825,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,1,1,1,1,1,1,37,56.31481,254.9717,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0,1,1,1,0,1,1,23,55.75053,194.1454,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,1,1,0,1,0,1,1,0,1,86,63.1308,203.9984,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,1,0,0,82,36.19603,191.5480523,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0,1,0,1,0,1,0,82,51.40304,161.9607,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,1,1,0,0,1,0,1,52,36.19603,162.2133,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2,1,1,1,0,0,1,1,0,0,25,7.890442,164.7018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,1,1,0,1,0,0,0,0,0,23,36.19603,167.7360405,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,1,0,1,0,27,4.741795,206.6051,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
2,1,0,0,0,0,1,1,0,0,48,8.093081,129.7548,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
4,1,0,0,1,1,1,0,1,1,78,7.735821,194.6584,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0,0,1,1,0,1,1,28,2.061636209,174.5202525,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,1,1,1,0,0,48,2.849622074,194.1667495,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
3,1,1,0,0,0,1,0,0,0,75,2.731606393,157.5881575,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,1,0,1,0,1,1,53,50.34057,182.4208,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,0,0,1,0,1,0,0,0,28,66.31705,145.2375,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,1,0,0,1,0,0,1,22,21.42226,139.8945,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,0,0,0,1,0,53,65.49323,149.2751,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1,1,0,0,1,1,0,0,0,29,4.055418,150.5272,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,1,1,0,1,1,1,0,0,1,58,69.29855,193.4024,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,0,1,0,1,0,1,1,1,53,71.46108,189.497,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2,1,1,0,1,1,0,0,0,1,53,1.399445,159.7271,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2,1,0,1,1,0,0,1,0,1,53,56.24027,162.4112,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,49,8.249941923,112.3363769,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
7,1,1,0,1,0,0,1,1,0,26,7.820202,229.1945,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2,1,1,1,1,1,0,0,0,1,25,58.31897,151.6298,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2,1,1,1,0,0,0,0,1,0,53,6.864699,162.2985,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2,1,1,0,0,0,1,0,1,1,51,58.96403,174.699,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
4,1,1,1,0,0,0,1,0,1,53,11.84721,173.1363,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,53,36.19603,124.8273,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1,1,0,0,1,1,0,1,0,76,4.860645308,173.1131469,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2,1,1,1,1,1,0,1,1,1,44,10.377366,245.4671211,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,1,0,0,0,0,0,1,1,0,60,58.8745,174.513,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,1,1,1,1,0,0,0,1,1,25,3.736763788,173.2563556,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
2,1,1,0,0,0,1,1,0,0,79,36.19603,211.0525,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,1,0,0,0,1,0,1,0,1,53,4.816947,149.5189,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,1,53,36.19603,111.0551,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,1,1,0,0,1,0,23,7.019257,181.7142,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,0,0,0,0,1,1,49,10.99657,163.5719,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,1,0,0,1,1,0,0,1,0,22,14.12424,150.8054,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
4,0,1,0,0,0,0,0,1,1,66,70.23581,159.432,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,1,0,0,1,0,0,47,47.4558,188.4983,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
8,1,1,1,0,0,1,0,0,1,29,59.11522,141.0239,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,1,1,1,1,0,1,1,18,50.46018,178.8314,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,1,0,0,0,0,1,1,1,53,64.87596,241.6856,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
8,1,1,0,1,1,0,1,0,0,27,66.10268,184.8769,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
4,0,1,0,0,0,0,1,0,0,41,1.364515,151.3536,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
1,1,1,0,0,1,0,1,1,0,53,65.27324,254.1039,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2,0,0,1,0,0,1,1,0,1,36,71.61852,133.7907,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0,1,1,0,0,0,1,53,58.80144,159.001,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1,0,0,0,1,0,0,48,58.3401,173.0396,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2,1,1,0,1,1,1,1,1,1,53,68.37019,267.1296,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2,1,1,0,0,0,0,0,1,1,53,69.44118,180.3888,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,1,1,0,0,0,33,11.34954445,141.9458102,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2,1,0,1,1,0,0,0,1,1,87,6.13769185,139.8852368,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,1,0,78,13.25623,128.7196,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
3,1,0,0,1,0,0,0,1,1,44,16.15713,169.8365,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
10,1,0,0,0,0,1,1,0,0,53,48.06765,130.8541,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,0,1,1,53,16.88185,161.8644,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2,1,1,0,0,0,0,1,0,1,86,9.85591776,169.8450586,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,1,1,0,1,0,1,30,49.11678,205.2342,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,1,1,0,1,0,51,17.58224,197.8462,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
4,1,1,0,0,0,1,0,1,1,38,71.51635,171.2554,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,1,0,0,1,0,57,9.878308737,162.3561029,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,1,83,5.755833887,95.36206478,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2,1,1,0,1,1,0,0,0,1,70,58.99154,172.2303,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,1,1,0,1,1,0,68,36.19603,242.3406,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3,0,1,1,0,1,1,1,1,1,52,19.70229,248.3241,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
7,1,1,0,0,0,0,0,1,0,53,54.51932,180.7613,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,1,0,1,28,1.74299,104.578,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,1,0,1,40,2.395742,129.3886,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,0,0,0,81,47.94936,180.9016,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,1,1,1,0,1,1,1,1,0,79,10.28653,267.7302,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1,1,0,1,0,0,0,1,1,1,31,36.19603,190.4632,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,1,1,1,0,53,4.370713,219.6438,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,1,1,1,0,0,1,88,10.27819073,177.0095689,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0,1,0,0,1,1,19,2.62036784,159.6330495,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,1,0,0,0,0,1,0,1,1,64,56.736,138.348,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,1,1,1,1,1,61,47.20955,234.4567,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,86,10.27733324,298.1730235,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,1,0,1,1,1,1,1,1,1,61,14.10182904,266.6669348,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,1,28,58.57249,111.7858,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2,1,0,1,1,1,1,1,1,1,23,7.413447,258.4008,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
2,0,0,0,1,1,0,0,1,0,34,2.246214,183.1159,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,1,1,0,1,0,1,79,68.7146,141.2946,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,1,0,0,1,0,0,1,59,23.44153546,128.127949,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,1,1,1,1,24,49.74162,256.0317,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0,1,55,14.46037646,140.5446982,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,0,0,0,0,0,1,53,36.19603,145.0404965,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,1,1,82,15.68627,114.191,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,1,1,1,1,0,0,1,61,53.4946,174.9889,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,1,0,1,1,1,0,53,54.09544,243.1312,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2,1,1,1,1,0,0,0,0,1,63,36.19603,137.1867747,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1,0,1,1,1,1,1,0,1,53,59.52044,168.4175,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,1,1,82,24.77325806,180.5508028,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,1,0,0,0,1,0,0,0,1,53,12.57562686,125.4885967,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,1,0,1,63,36.19603,166.8748,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
6,1,0,0,1,0,0,0,0,0,36,2.905283283,101.8438362,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,1,0,1,0,1,0,0,0,0,53,2.206152519,128.3032638,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3,1,0,1,1,1,1,0,0,0,69,40.77723,144.1352,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,0,1,0,1,1,0,67,61.17571,219.9178,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1,1,0,1,1,1,0,1,1,1,25,4.991605214,211.1504824,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4,1,0,1,1,1,0,1,0,1,62,65.0829,176.5535,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0,22,60.31971,149.4878,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2,1,1,1,0,0,0,0,0,1,30,57.48138,148.4459,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1,1,0,1,0,1,56,1.789830613,204.9804951,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,1,1,1,0,0,18,68.6663,195.0867,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,1,0,1,0,1,1,1,60,44.58913,223.5117,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,1,1,1,72,70.38624,186.9832,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,1,0,1,0,1,53,61.74103,149.518,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3,0,1,1,1,1,1,0,0,1,53,70.31022,190.6017,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
9,1,1,0,0,0,0,1,1,1,31,10.52104,218.8783,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4,0,1,0,0,1,1,0,0,1,51,2.010353461,169.5757314,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
8,1,1,1,0,0,0,1,0,1,53,7.809364395,152.0968984,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
10,1,1,0,0,0,0,0,0,1,20,1.047382039,174.0032721,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3,1,1,0,1,0,0,0,0,0,56,61.0911,147.2096,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
4,0,1,1,0,0,1,0,0,0,46,7.349883172,128.4140167,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,1,1,0,55,20.83084927,209.4807437,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2,1,0,0,0,0,1,0,1,0,53,2.320115,140.2872,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,0,1,1,1,1,0,34,67.93803,245.3569,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,1,0,1,0,40,36.19603,150.7761,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0,1,0,1,1,1,42,64.1621,251.8765,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,1,1,0,1,1,0,53,6.971589,239.3456,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1,1,0,1,0,0,0,1,0,67,2.654589557,201.3867415,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5,1,1,1,0,0,0,1,1,0,53,7.976236897,242.3095241,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0,0,0,1,0,1,31,10.83268,151.7535,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
3,1,0,1,1,1,0,1,1,0,42,36.19603,244.3757,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,0,0,0,1,0,1,79,13.3771743,138.743346,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,1,1,0,0,1,1,1,29,60.93197,245.5747,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,1,1,0,0,0,1,83,11.12611,147.6614,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,0,1,0,1,0,1,0,1,67,53.77815,133.0076,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,1,1,1,0,1,0,0,21,21.50913,206.5665,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0,0,1,0,1,1,0,53,1.754530023,222.3055134,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,0,0,0,0,1,1,83,13.92306,160.8469,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,0,1,0,0,0,1,0,1,44,31.32024082,105.1764858,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,1,0,0,1,1,0,0,1,1,53,58.86685,182.4609,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,0,0,1,43,12.02106494,194.8797867,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2,1,0,0,0,1,0,1,1,1,72,36.19603,188.8360485,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,0,0,1,1,1,1,0,1,88,11.42705,184.6901,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
7,1,0,0,0,0,0,1,1,0,86,51.0221,175.1322,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,1,1,56,48.79391,139.6205,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4,1,1,0,0,1,0,0,1,1,53,58.76049,161.53,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
8,1,0,1,0,1,1,0,0,1,67,69.24438,140.9756,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2,1,0,1,0,0,0,1,0,1,75,11.96274778,121.061571,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,0,1,1,0,1,1,53,5.679236604,206.5314528,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,1,1,0,0,0,0,0,1,53,52.9247,127.0297,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,1,0,1,1,0,53,8.681614252,245.3270744,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,0,0,0,0,1,89,46.88518,126.2991,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,1,21,57.29968,169.5731,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,1,1,0,0,1,0,1,75,24.3036064,195.4797102,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0,0,53,9.102322,170.001,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6,1,1,0,0,0,1,1,1,1,69,1.14113241,251.6660847,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
3,1,1,1,0,0,0,0,0,0,71,9.309073,127.6822,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,43,69.38285,291.6098,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
7,1,0,0,0,0,1,0,1,1,20,53.9154,139.8879,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,1,53,68.41538,117.8533,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,1,0,1,1,0,1,47,6.832965812,185.0975688,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,1,0,0,0,0,1,0,53,68.14733,129.4638,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,84,47.42715,145.2164,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,1,1,1,0,1,0,71,36.19603,194.4715,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
7,0,0,0,1,0,1,1,0,1,74,36.19603,153.3187,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,1,0,0,1,0,1,1,0,1,53,6.232729856,172.4461081,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1,1,1,1,1,1,1,66,17.27999176,258.7058454,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1,44,68.62845,91.35678,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4,1,1,0,1,1,0,1,1,1,42,11.21368,243.5449,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
6,0,0,0,0,1,0,1,0,0,65,36.19603,118.1753582,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,0,1,76,70.50947,126.4611,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2,0,1,0,0,1,1,0,0,1,37,3.890318758,150.1609359,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,0,1,0,0,1,1,53,63.14574,125.3855,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,0,53,20.00794461,147.1053903,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,1,0,1,1,1,37,5.397827503,198.7142019,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
4,1,1,0,0,0,0,1,1,1,58,59.29981,240.7576,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3,1,1,0,0,1,0,0,0,1,39,4.109741,139.4571,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,0,0,1,0,1,0,1,1,1,32,15.21980082,201.3767488,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,1,1,0,1,0,1,31,43.55176,206.3596,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1,1,0,0,0,0,0,59,4.054345,180.8922,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,0,0,1,43,1.375013189,134.3371378,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
8,1,1,0,0,0,1,1,0,0,32,12.68609343,164.0849784,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
5,1,0,0,0,0,1,0,0,1,77,8.390283,125.1731,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
